guidance_id,condition_code,condition_name_vi,population_code,population_name_vi,topic_code,topic_name_vi,guidance_text,warning_level,medical_disclaimer
HG00306,beginner_soreness,Mới tập bị ê ẩm,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Mới tập bị ê ẩm ở nhóm người tập tại nhà: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00307,beginner_soreness,Mới tập bị ê ẩm,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Mới tập bị ê ẩm ở nhóm người tập tại nhà: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00308,beginner_soreness,Mới tập bị ê ẩm,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Mới tập bị ê ẩm ở nhóm người tập tại nhà: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00309,beginner_soreness,Mới tập bị ê ẩm,home_trainee,Người tập tại nhà,load_management,Quản lý tải,"Mới tập bị ê ẩm ở nhóm người tập tại nhà: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00310,beginner_soreness,Mới tập bị ê ẩm,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Mới tập bị ê ẩm ở nhóm người tập tại nhà: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00311,beginner_soreness,Mới tập bị ê ẩm,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Mới tập bị ê ẩm ở nhóm người ưu tiên sức mạnh: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00312,beginner_soreness,Mới tập bị ê ẩm,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Mới tập bị ê ẩm ở nhóm người ưu tiên sức mạnh: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00313,beginner_soreness,Mới tập bị ê ẩm,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Mới tập bị ê ẩm ở nhóm người ưu tiên sức mạnh: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00314,beginner_soreness,Mới tập bị ê ẩm,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,"Mới tập bị ê ẩm ở nhóm người ưu tiên sức mạnh: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00315,beginner_soreness,Mới tập bị ê ẩm,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Mới tập bị ê ẩm ở nhóm người ưu tiên sức mạnh: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00316,beginner_soreness,Mới tập bị ê ẩm,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Mới tập bị ê ẩm ở nhóm người ưu tiên tăng cơ: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00317,beginner_soreness,Mới tập bị ê ẩm,hypertrophy_trainee,Người ưu tiên tăng cơ,recovery,Hồi phục,"Mới tập bị ê ẩm ở nhóm người ưu tiên tăng cơ: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00318,beginner_soreness,Mới tập bị ê ẩm,hypertrophy_trainee,Người ưu tiên tăng cơ,nutrition,Dinh dưỡng,"Mới tập bị ê ẩm ở nhóm người ưu tiên tăng cơ: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00319,beginner_soreness,Mới tập bị ê ẩm,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,"Mới tập bị ê ẩm ở nhóm người ưu tiên tăng cơ: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00320,beginner_soreness,Mới tập bị ê ẩm,hypertrophy_trainee,Người ưu tiên tăng cơ,warning_signs,Dấu hiệu cần thận trọng,"Mới tập bị ê ẩm ở nhóm người ưu tiên tăng cơ: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00321,limited_mobility,Hạn chế linh hoạt,office_worker,Dân văn phòng,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm dân văn phòng: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00322,limited_mobility,Hạn chế linh hoạt,office_worker,Dân văn phòng,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm dân văn phòng: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00323,limited_mobility,Hạn chế linh hoạt,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm dân văn phòng: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00324,limited_mobility,Hạn chế linh hoạt,office_worker,Dân văn phòng,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm dân văn phòng: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00325,limited_mobility,Hạn chế linh hoạt,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm dân văn phòng: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00326,limited_mobility,Hạn chế linh hoạt,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm sinh viên: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00327,limited_mobility,Hạn chế linh hoạt,student,Sinh viên,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm sinh viên: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00328,limited_mobility,Hạn chế linh hoạt,student,Sinh viên,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm sinh viên: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00329,limited_mobility,Hạn chế linh hoạt,student,Sinh viên,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm sinh viên: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00330,limited_mobility,Hạn chế linh hoạt,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm sinh viên: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00331,limited_mobility,Hạn chế linh hoạt,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm người bận rộn: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00332,limited_mobility,Hạn chế linh hoạt,busy_parent,Người bận rộn,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm người bận rộn: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00333,limited_mobility,Hạn chế linh hoạt,busy_parent,Người bận rộn,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm người bận rộn: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00334,limited_mobility,Hạn chế linh hoạt,busy_parent,Người bận rộn,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm người bận rộn: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00335,limited_mobility,Hạn chế linh hoạt,busy_parent,Người bận rộn,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm người bận rộn: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00336,limited_mobility,Hạn chế linh hoạt,overweight_beginner,Người thừa cân mới tập,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm người thừa cân mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00337,limited_mobility,Hạn chế linh hoạt,overweight_beginner,Người thừa cân mới tập,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm người thừa cân mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00338,limited_mobility,Hạn chế linh hoạt,overweight_beginner,Người thừa cân mới tập,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm người thừa cân mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00339,limited_mobility,Hạn chế linh hoạt,overweight_beginner,Người thừa cân mới tập,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm người thừa cân mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00340,limited_mobility,Hạn chế linh hoạt,overweight_beginner,Người thừa cân mới tập,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm người thừa cân mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00341,limited_mobility,Hạn chế linh hoạt,skinny_beginner,Người gầy mới tập,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm người gầy mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00342,limited_mobility,Hạn chế linh hoạt,skinny_beginner,Người gầy mới tập,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm người gầy mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00343,limited_mobility,Hạn chế linh hoạt,skinny_beginner,Người gầy mới tập,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm người gầy mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00344,limited_mobility,Hạn chế linh hoạt,skinny_beginner,Người gầy mới tập,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm người gầy mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00345,limited_mobility,Hạn chế linh hoạt,skinny_beginner,Người gầy mới tập,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm người gầy mới tập: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00346,limited_mobility,Hạn chế linh hoạt,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm người tập tại nhà: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00347,limited_mobility,Hạn chế linh hoạt,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm người tập tại nhà: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00348,limited_mobility,Hạn chế linh hoạt,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm người tập tại nhà: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00349,limited_mobility,Hạn chế linh hoạt,home_trainee,Người tập tại nhà,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm người tập tại nhà: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00350,limited_mobility,Hạn chế linh hoạt,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm người tập tại nhà: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00351,limited_mobility,Hạn chế linh hoạt,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm người ưu tiên sức mạnh: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00352,limited_mobility,Hạn chế linh hoạt,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm người ưu tiên sức mạnh: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00353,limited_mobility,Hạn chế linh hoạt,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm người ưu tiên sức mạnh: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00354,limited_mobility,Hạn chế linh hoạt,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm người ưu tiên sức mạnh: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00355,limited_mobility,Hạn chế linh hoạt,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm người ưu tiên sức mạnh: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00356,limited_mobility,Hạn chế linh hoạt,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Hạn chế linh hoạt ở nhóm người ưu tiên tăng cơ: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00357,limited_mobility,Hạn chế linh hoạt,hypertrophy_trainee,Người ưu tiên tăng cơ,recovery,Hồi phục,"Hạn chế linh hoạt ở nhóm người ưu tiên tăng cơ: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00358,limited_mobility,Hạn chế linh hoạt,hypertrophy_trainee,Người ưu tiên tăng cơ,nutrition,Dinh dưỡng,"Hạn chế linh hoạt ở nhóm người ưu tiên tăng cơ: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00359,limited_mobility,Hạn chế linh hoạt,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,Hạn chế linh hoạt ở nhóm người ưu tiên tăng cơ: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.,general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00360,limited_mobility,Hạn chế linh hoạt,hypertrophy_trainee,Người ưu tiên tăng cơ,warning_signs,Dấu hiệu cần thận trọng,"Hạn chế linh hoạt ở nhóm người ưu tiên tăng cơ: Thêm khởi động động và bài hỗ trợ ROM trước buổi tập. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00361,weight_plateau,Chững cân,office_worker,Dân văn phòng,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm dân văn phòng: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00362,weight_plateau,Chững cân,office_worker,Dân văn phòng,recovery,Hồi phục,"Chững cân ở nhóm dân văn phòng: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00363,weight_plateau,Chững cân,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Chững cân ở nhóm dân văn phòng: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00364,weight_plateau,Chững cân,office_worker,Dân văn phòng,load_management,Quản lý tải,"Chững cân ở nhóm dân văn phòng: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00365,weight_plateau,Chững cân,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm dân văn phòng: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00366,weight_plateau,Chững cân,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm sinh viên: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00367,weight_plateau,Chững cân,student,Sinh viên,recovery,Hồi phục,"Chững cân ở nhóm sinh viên: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
