faq_id,category,topic,question_vi,answer_vi,tags,difficulty_scope,related_exercise_id,related_plan_id,source_group
FAQ004453,schedule,energy_management,Hay mệt khi tập sau giờ làm thì làm sao?,"Nếu bạn hay mệt khi tập sau giờ làm, hãy xem lại giấc ngủ, bữa ăn trước tập và lượng nước. Đôi khi chỉ cần giảm volume 1-2 bài phụ và ổn định nhịp sinh hoạt là hiệu suất đã khá hơn rõ.",schedule|energy_management|Tăng sức bền|sau giờ làm,all,,,synthetic_knowledge
FAQ004454,schedule,energy_management,Hay mệt khi tập sau giờ làm thì làm sao?,"Nếu bạn hay mệt khi tập sau giờ làm, hãy xem lại giấc ngủ, bữa ăn trước tập và lượng nước. Đôi khi chỉ cần giảm volume 1-2 bài phụ và ổn định nhịp sinh hoạt là hiệu suất đã khá hơn rõ.",schedule|energy_management|Cải thiện tư thế|sau giờ làm,all,,,synthetic_knowledge
FAQ004455,schedule,energy_management,Hay mệt khi tập sau giờ làm thì làm sao?,"Nếu bạn hay mệt khi tập sau giờ làm, hãy xem lại giấc ngủ, bữa ăn trước tập và lượng nước. Đôi khi chỉ cần giảm volume 1-2 bài phụ và ổn định nhịp sinh hoạt là hiệu suất đã khá hơn rõ.",schedule|energy_management|Tập tại nhà|sau giờ làm,all,,,synthetic_knowledge
FAQ004456,schedule,energy_management,Hay mệt khi tập sau giờ làm thì làm sao?,"Nếu bạn hay mệt khi tập sau giờ làm, hãy xem lại giấc ngủ, bữa ăn trước tập và lượng nước. Đôi khi chỉ cần giảm volume 1-2 bài phụ và ổn định nhịp sinh hoạt là hiệu suất đã khá hơn rõ.",schedule|energy_management|Ưu tiên mông|sau giờ làm,all,,,synthetic_knowledge
FAQ004457,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu giảm mỡ không?,"Ức gà vẫn có thể dùng cho mục tiêu giảm mỡ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Giảm mỡ,all,,,synthetic_knowledge
FAQ004458,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu tăng cơ không?,"Ức gà vẫn có thể dùng cho mục tiêu tăng cơ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Tăng cơ,all,,,synthetic_knowledge
FAQ004459,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu tăng sức mạnh không?,"Ức gà vẫn có thể dùng cho mục tiêu tăng sức mạnh nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Tăng sức mạnh,all,,,synthetic_knowledge
FAQ004460,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu thể lực tổng quát không?,"Ức gà vẫn có thể dùng cho mục tiêu thể lực tổng quát nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Thể lực tổng quát,all,,,synthetic_knowledge
FAQ004461,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu tái cấu trúc cơ thể không?,"Ức gà vẫn có thể dùng cho mục tiêu tái cấu trúc cơ thể nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Tái cấu trúc cơ thể,all,,,synthetic_knowledge
FAQ004462,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu cải thiện linh hoạt không?,"Ức gà vẫn có thể dùng cho mục tiêu cải thiện linh hoạt nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Cải thiện linh hoạt,all,,,synthetic_knowledge
FAQ004463,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu tăng sức bền không?,"Ức gà vẫn có thể dùng cho mục tiêu tăng sức bền nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Tăng sức bền,all,,,synthetic_knowledge
FAQ004464,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu cải thiện tư thế không?,"Ức gà vẫn có thể dùng cho mục tiêu cải thiện tư thế nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Cải thiện tư thế,all,,,synthetic_knowledge
FAQ004465,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu tập tại nhà không?,"Ức gà vẫn có thể dùng cho mục tiêu tập tại nhà nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Tập tại nhà,all,,,synthetic_knowledge
FAQ004466,nutrition,food_goal_fit,Ức gà có hợp cho mục tiêu ưu tiên mông không?,"Ức gà vẫn có thể dùng cho mục tiêu ưu tiên mông nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 165 kcal, 31.0 g protein, 0.0 g carb và 3.6 g fat.",food goal|Ức gà|Ưu tiên mông,all,,,synthetic_knowledge
FAQ004467,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu giảm mỡ không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu giảm mỡ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Giảm mỡ,all,,,synthetic_knowledge
FAQ004468,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu tăng cơ không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu tăng cơ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Tăng cơ,all,,,synthetic_knowledge
FAQ004469,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu tăng sức mạnh không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu tăng sức mạnh nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Tăng sức mạnh,all,,,synthetic_knowledge
FAQ004470,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu thể lực tổng quát không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu thể lực tổng quát nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Thể lực tổng quát,all,,,synthetic_knowledge
FAQ004471,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu tái cấu trúc cơ thể không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu tái cấu trúc cơ thể nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Tái cấu trúc cơ thể,all,,,synthetic_knowledge
FAQ004472,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu cải thiện linh hoạt không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu cải thiện linh hoạt nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Cải thiện linh hoạt,all,,,synthetic_knowledge
FAQ004473,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu tăng sức bền không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu tăng sức bền nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Tăng sức bền,all,,,synthetic_knowledge
FAQ004474,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu cải thiện tư thế không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu cải thiện tư thế nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Cải thiện tư thế,all,,,synthetic_knowledge
FAQ004475,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu tập tại nhà không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu tập tại nhà nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Tập tại nhà,all,,,synthetic_knowledge
FAQ004476,nutrition,food_goal_fit,Đùi gà bỏ da có hợp cho mục tiêu ưu tiên mông không?,"Đùi gà bỏ da vẫn có thể dùng cho mục tiêu ưu tiên mông nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 177 kcal, 24.0 g protein, 0.0 g carb và 8.0 g fat.",food goal|Đùi gà bỏ da|Ưu tiên mông,all,,,synthetic_knowledge
FAQ004477,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu giảm mỡ không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu giảm mỡ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Giảm mỡ,all,,,synthetic_knowledge
FAQ004478,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu tăng cơ không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu tăng cơ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Tăng cơ,all,,,synthetic_knowledge
FAQ004479,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu tăng sức mạnh không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu tăng sức mạnh nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Tăng sức mạnh,all,,,synthetic_knowledge
FAQ004480,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu thể lực tổng quát không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu thể lực tổng quát nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Thể lực tổng quát,all,,,synthetic_knowledge
FAQ004481,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu tái cấu trúc cơ thể không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu tái cấu trúc cơ thể nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Tái cấu trúc cơ thể,all,,,synthetic_knowledge
FAQ004482,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu cải thiện linh hoạt không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu cải thiện linh hoạt nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Cải thiện linh hoạt,all,,,synthetic_knowledge
FAQ004483,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu tăng sức bền không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu tăng sức bền nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Tăng sức bền,all,,,synthetic_knowledge
FAQ004484,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu cải thiện tư thế không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu cải thiện tư thế nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Cải thiện tư thế,all,,,synthetic_knowledge
FAQ004485,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu tập tại nhà không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu tập tại nhà nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Tập tại nhà,all,,,synthetic_knowledge
FAQ004486,nutrition,food_goal_fit,Thịt bò nạc có hợp cho mục tiêu ưu tiên mông không?,"Thịt bò nạc vẫn có thể dùng cho mục tiêu ưu tiên mông nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 170 kcal, 26.0 g protein, 0.0 g carb và 7.0 g fat.",food goal|Thịt bò nạc|Ưu tiên mông,all,,,synthetic_knowledge
FAQ004487,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu giảm mỡ không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu giảm mỡ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Giảm mỡ,all,,,synthetic_knowledge
FAQ004488,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu tăng cơ không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu tăng cơ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Tăng cơ,all,,,synthetic_knowledge
FAQ004489,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu tăng sức mạnh không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu tăng sức mạnh nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Tăng sức mạnh,all,,,synthetic_knowledge
FAQ004490,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu thể lực tổng quát không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu thể lực tổng quát nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Thể lực tổng quát,all,,,synthetic_knowledge
FAQ004491,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu tái cấu trúc cơ thể không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu tái cấu trúc cơ thể nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Tái cấu trúc cơ thể,all,,,synthetic_knowledge
FAQ004492,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu cải thiện linh hoạt không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu cải thiện linh hoạt nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Cải thiện linh hoạt,all,,,synthetic_knowledge
FAQ004493,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu tăng sức bền không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu tăng sức bền nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Tăng sức bền,all,,,synthetic_knowledge
FAQ004494,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu cải thiện tư thế không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu cải thiện tư thế nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Cải thiện tư thế,all,,,synthetic_knowledge
FAQ004495,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu tập tại nhà không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu tập tại nhà nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Tập tại nhà,all,,,synthetic_knowledge
FAQ004496,nutrition,food_goal_fit,Thịt heo thăn có hợp cho mục tiêu ưu tiên mông không?,"Thịt heo thăn vẫn có thể dùng cho mục tiêu ưu tiên mông nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 143 kcal, 26.0 g protein, 0.0 g carb và 3.5 g fat.",food goal|Thịt heo thăn|Ưu tiên mông,all,,,synthetic_knowledge
FAQ004497,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu giảm mỡ không?,"Cá hồi vẫn có thể dùng cho mục tiêu giảm mỡ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Giảm mỡ,all,,,synthetic_knowledge
FAQ004498,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu tăng cơ không?,"Cá hồi vẫn có thể dùng cho mục tiêu tăng cơ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Tăng cơ,all,,,synthetic_knowledge
FAQ004499,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu tăng sức mạnh không?,"Cá hồi vẫn có thể dùng cho mục tiêu tăng sức mạnh nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Tăng sức mạnh,all,,,synthetic_knowledge
FAQ004500,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu thể lực tổng quát không?,"Cá hồi vẫn có thể dùng cho mục tiêu thể lực tổng quát nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Thể lực tổng quát,all,,,synthetic_knowledge
FAQ004501,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu tái cấu trúc cơ thể không?,"Cá hồi vẫn có thể dùng cho mục tiêu tái cấu trúc cơ thể nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Tái cấu trúc cơ thể,all,,,synthetic_knowledge
FAQ004502,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu cải thiện linh hoạt không?,"Cá hồi vẫn có thể dùng cho mục tiêu cải thiện linh hoạt nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Cải thiện linh hoạt,all,,,synthetic_knowledge
FAQ004503,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu tăng sức bền không?,"Cá hồi vẫn có thể dùng cho mục tiêu tăng sức bền nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Tăng sức bền,all,,,synthetic_knowledge
FAQ004504,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu cải thiện tư thế không?,"Cá hồi vẫn có thể dùng cho mục tiêu cải thiện tư thế nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Cải thiện tư thế,all,,,synthetic_knowledge
FAQ004505,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu tập tại nhà không?,"Cá hồi vẫn có thể dùng cho mục tiêu tập tại nhà nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Tập tại nhà,all,,,synthetic_knowledge
FAQ004506,nutrition,food_goal_fit,Cá hồi có hợp cho mục tiêu ưu tiên mông không?,"Cá hồi vẫn có thể dùng cho mục tiêu ưu tiên mông nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 208 kcal, 20.0 g protein, 0.0 g carb và 13.0 g fat.",food goal|Cá hồi|Ưu tiên mông,all,,,synthetic_knowledge
FAQ004507,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu giảm mỡ không?,"Cá ngừ vẫn có thể dùng cho mục tiêu giảm mỡ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Giảm mỡ,all,,,synthetic_knowledge
FAQ004508,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu tăng cơ không?,"Cá ngừ vẫn có thể dùng cho mục tiêu tăng cơ nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Tăng cơ,all,,,synthetic_knowledge
FAQ004509,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu tăng sức mạnh không?,"Cá ngừ vẫn có thể dùng cho mục tiêu tăng sức mạnh nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Tăng sức mạnh,all,,,synthetic_knowledge
FAQ004510,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu thể lực tổng quát không?,"Cá ngừ vẫn có thể dùng cho mục tiêu thể lực tổng quát nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Thể lực tổng quát,all,,,synthetic_knowledge
FAQ004511,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu tái cấu trúc cơ thể không?,"Cá ngừ vẫn có thể dùng cho mục tiêu tái cấu trúc cơ thể nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Tái cấu trúc cơ thể,all,,,synthetic_knowledge
FAQ004512,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu cải thiện linh hoạt không?,"Cá ngừ vẫn có thể dùng cho mục tiêu cải thiện linh hoạt nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Cải thiện linh hoạt,all,,,synthetic_knowledge
FAQ004513,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu tăng sức bền không?,"Cá ngừ vẫn có thể dùng cho mục tiêu tăng sức bền nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Tăng sức bền,all,,,synthetic_knowledge
FAQ004514,nutrition,food_goal_fit,Cá ngừ có hợp cho mục tiêu cải thiện tư thế không?,"Cá ngừ vẫn có thể dùng cho mục tiêu cải thiện tư thế nếu nó giúp bạn bám tổng calories và macro trong ngày. Với thực phẩm này, hãy chú ý khẩu phần vì mỗi 100 g có khoảng 132 kcal, 29.0 g protein, 0.0 g carb và 1.0 g fat.",food goal|Cá ngừ|Cải thiện tư thế,all,,,synthetic_knowledge
