exercise_id,exercise_name_vi,exercise_name_en,aliases_vi,category,subcategory,movement_pattern,primary_muscles,primary_muscles_vi,secondary_muscles,secondary_muscles_vi,equipment,equipment_vi,difficulty,difficulty_vi,mechanics,is_unilateral,is_compound,force_type,setup,execution_steps,breathing,common_errors,regressions,progressions,contraindications,hypertrophy_rep_range,strength_rep_range,endurance_rep_range,rest_seconds_default,tempo_default,tags
EX00095,Frog Pump,Frog Pump,frog pump,strength,glute_bridge,glute_bridge,glutes,Mông,hamstrings|core,"Đùi sau, Core",bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,True,push,"Đặt vai hoặc lưng trên đúng vị trí, xương sườn gọn, cằm hơi thu.","Duỗi hông đến khi thân và đùi gần thẳng hàng, siết mông mạnh ở đỉnh rồi hạ có kiểm soát.","Hít vào khi hạ, thở ra khi đẩy hông lên.",Ưỡn lưng thay vì duỗi hông; bàn chân đặt sai vị trí; không khóa core.,Bắt đầu với glute bridge bodyweight.,"Tăng tải, thêm pause đỉnh, chuyển sang single-leg hoặc barbell.",Cẩn trọng nếu đau lưng dưới khi setup sai.,8-20,5-8,15-30,60,2-1-2-2,mông|glute|hip thrust
EX00096,Leg Extension,Leg Extension,duỗi đùi trước,strength,lower_isolation,squat,quads,Đùi trước,,,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,push,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00097,Seated Leg Curl,Seated Leg Curl,curl đùi sau ngồi,strength,lower_isolation,squat,hamstrings,Đùi sau,calves,Bắp chân,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,pull,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00098,Lying Leg Curl,Lying Leg Curl,curl đùi sau nằm,strength,lower_isolation,squat,hamstrings,Đùi sau,calves,Bắp chân,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,pull,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00099,Standing Calf Raise,Standing Calf Raise,nhón bắp chân đứng,strength,lower_isolation,calves,calves,Bắp chân,,,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,push,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00100,Seated Calf Raise,Seated Calf Raise,nhón bắp chân ngồi,strength,lower_isolation,calves,calves,Bắp chân,,,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,push,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00101,Cable Kickback,Cable Glute Kickback,kickback mông,strength,lower_isolation,glute_bridge,glutes,Mông,hamstrings,Đùi sau,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,push,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00102,Abductor Machine,Hip Abduction Machine,máy dang đùi,strength,lower_isolation,glute_bridge,abductors|glutes,"Dang đùi, Mông",,,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,push,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00103,Adductor Machine,Hip Adduction Machine,máy khép đùi,strength,lower_isolation,squat,adductors,Khép đùi,,,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,push,"Điều chỉnh máy để khớp xoay đúng trục, lưng và hông ổn định.","Di chuyển theo biên độ cơ thể cho phép, siết cơ mục tiêu ở cuối và hạ chậm.","Thở ra ở pha co cơ, hít vào ở pha trở về.",Dùng quán tính; không kiểm soát eccentric; ROM quá ngắn.,"Giảm tải, làm chậm nhịp và giảm ROM nếu khó chịu.",Thêm pause đỉnh hoặc drop set.,Cẩn trọng nếu đau khớp gối/hông tương ứng.,10-20,6-10,15-30,45,2-1-2-1,isolation|lower body
EX00104,Plank,Plank,plank,strength,core,core_anti_extension,transverse_abs|abs,"Core sâu, Bụng",glutes|shoulders,"Mông, shoulders",bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,hold,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00105,Side Plank,Side Plank,side plank,strength,core,core_anti_rotation,obliques|transverse_abs,"Xiên bụng, Core sâu",glutes,Mông,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,True,False,hold,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00106,Dead Bug,Dead Bug,dead bug,strength,core,core_anti_extension,transverse_abs|abs,"Core sâu, Bụng",hip_flexors,Gập hông,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00107,Bird Dog,Bird Dog,bird dog,strength,core,core_anti_rotation,transverse_abs|spinal_erectors,"Core sâu, Cơ dựng sống",glutes,Mông,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00108,Hanging Leg Raise,Hanging Leg Raise,leg raise treo xà,strength,core,core_flexion,abs|hip_flexors,"Bụng, Gập hông",lats,Xô,pullup_bar,Xà đơn,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00109,Cable Crunch,Cable Crunch,gập bụng cáp,strength,core,core_flexion,abs,Bụng,obliques,Xiên bụng,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00110,Pallof Press,Pallof Press,pallof press,strength,core,core_anti_rotation,obliques|transverse_abs,"Xiên bụng, Core sâu",shoulders,shoulders,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00111,Ab Wheel Rollout,Ab Wheel Rollout,ab wheel,strength,core,core_anti_extension,abs|transverse_abs,"Bụng, Core sâu",lats|shoulders,"Xô, shoulders",ab_wheel,Con lăn bụng,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00112,Russian Twist,Russian Twist,russian twist,strength,core,core_rotation,obliques,Xiên bụng,abs,Bụng,medicine_ball,Bóng tạ,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00113,Farmer Carry,Farmer Carry,farmer carry,strength,core,carry,forearms|transverse_abs,"Cẳng tay, Core sâu",traps|glutes,"Cầu vai, Mông",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,hold,"Thiết lập cột sống trung tính, siết core trước khi bắt đầu.",Giữ thân ổn định hoặc di chuyển có kiểm soát mà không để lưng võng hoặc xoay ngoài ý muốn.,"Thở ngắn, đều, không nín thở quá lâu nếu bài giữ tĩnh.",Mất căng core; vai nhún; ROM không kiểm soát; dùng đà.,"Giảm thời gian giữ, giảm biên độ hoặc chọn biến thể dễ hơn.","Tăng thời gian, thêm tải hoặc chuyển sang biến thể khó hơn.","Cẩn trọng nếu đau lưng dưới, đau vai hoặc chóng mặt.",8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|bụng|ổn định
EX00114,Đi bộ dốc trên máy,Incline Treadmill Walk,incline treadmill walk,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",treadmill,Máy chạy,beginner,Mới bắt đầu,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00115,Chạy interval 30/30,30/30 Treadmill Intervals,interval treadmill,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",treadmill,Máy chạy,beginner,Mới bắt đầu,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00116,Đạp xe steady-state,Steady-State Bike,bike steady state,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",bike,Xe đạp,beginner,Mới bắt đầu,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00117,Đạp xe interval,Bike Intervals,bike intervals,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",bike,Xe đạp,beginner,Mới bắt đầu,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00118,Chèo máy 500m repeats,Row Erg Repeats,row repeats,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",rower,Máy chèo,intermediate,Trung cấp,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00119,Nhảy dây,Jump Rope,jump rope,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",bodyweight,Trọng lượng cơ thể,intermediate,Trung cấp,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00120,Battle Rope Waves,Battle Rope Waves,battle rope,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",battle_rope,Battle rope,intermediate,Trung cấp,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00121,Sled Push,Sled Push,đẩy xe tạ,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",sled,Xe đẩy tạ,intermediate,Trung cấp,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00122,Burpee,Burpee,burpee,conditioning,cardio,conditioning,cardiovascular,Tim mạch,legs|shoulders|core,"legs, shoulders, Core",bodyweight,Trọng lượng cơ thể,intermediate,Trung cấp,cyclic,False,False,conditioning,"Thiết lập cường độ phù hợp mục tiêu, khởi động kỹ trước khi tăng tốc.","Giữ kỹ thuật ổn định, theo dõi nhịp tim hoặc mức gắng sức chủ quan và điều chỉnh để đạt mục tiêu bài tập.","Hít thở đều theo nhịp, tránh nín thở.",Bắt đầu quá nhanh; kỹ thuật vỡ khi mệt; bỏ qua khởi động và hồi phục.,"Giảm thời lượng, giảm tốc độ hoặc chọn steady-state.","Tăng thời lượng, tăng interval hoặc tăng kháng lực.","Cẩn trọng nếu có bệnh tim mạch, hen, chóng mặt hoặc đang phục hồi chấn thương.",N/A,N/A,10-40 phút hoặc 6-20 hiệp,30,theo nhịp,cardio|conditioning|tim mạch
EX00123,Cat-Cow,Cat-Cow,cat cow,mobility,warmup,mobility,mobility,Linh hoạt,none,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00124,World's Greatest Stretch,World's Greatest Stretch,world greatest stretch,mobility,warmup,mobility,mobility,Linh hoạt,none,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00125,Hip Flexor Stretch,Hip Flexor Stretch,giãn gập hông,mobility,warmup,mobility,mobility,Linh hoạt,none,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00126,Thoracic Rotation,Thoracic Rotation,xoay cột sống ngực,mobility,warmup,mobility,mobility,Linh hoạt,none,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
EX00127,Ankle Dorsiflexion Drill,Ankle Dorsiflexion Drill,mobility cổ chân,mobility,warmup,mobility,mobility,Linh hoạt,none,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, tìm biên độ thoải mái và không gây đau chói.",Di chuyển chậm và tập trung vào kiểm soát khớp hoặc mô mềm cần cải thiện.,Thở chậm và đều trong suốt bài tập.,Ép quá sâu; lắc mạnh; nín thở; dùng đau để kéo ROM.,Giảm biên độ hoặc thời lượng.,Tăng thời gian giữ hoặc kết hợp bài kích hoạt sau đó.,"Ngưng nếu có đau chói, tê hoặc chóng mặt.",6-12 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|warmup|recovery
