plan_exercise_id,plan_day_id,plan_id,exercise_order,exercise_id,sets,reps,rir_target,rest_seconds,tempo,superset_group,note
WPE000579,WPD00100,WP0030,5,EX00113,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000580,WPD00100,WP0030,6,EX00203,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000581,WPD00101,WP0030,1,EX00079,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000582,WPD00101,WP0030,2,EX00084,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000583,WPD00101,WP0030,3,EX00143,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000584,WPD00101,WP0030,4,EX00144,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000585,WPD00101,WP0030,5,EX00199,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000586,WPD00101,WP0030,6,EX00129,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000587,WPD00102,WP0030,1,EX00107,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000588,WPD00102,WP0030,2,EX00117,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000589,WPD00102,WP0030,3,EX00115,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000590,WPD00102,WP0030,4,EX00193,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000591,WPD00102,WP0030,5,EX00199,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000592,WPD00103,WP0031,1,EX00170,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000593,WPD00103,WP0031,2,EX00181,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000594,WPD00103,WP0031,3,EX00018,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000595,WPD00103,WP0031,4,EX00063,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000596,WPD00103,WP0031,5,EX00199,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000597,WPD00103,WP0031,6,EX00121,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000598,WPD00104,WP0031,1,EX00173,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000599,WPD00104,WP0031,2,EX00086,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000600,WPD00104,WP0031,3,EX00018,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000601,WPD00104,WP0031,4,EX00146,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000602,WPD00104,WP0031,5,EX00107,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000603,WPD00104,WP0031,6,EX00128,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000604,WPD00105,WP0031,1,EX00122,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000605,WPD00105,WP0031,2,EX00192,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000606,WPD00105,WP0031,3,EX00194,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000607,WPD00105,WP0031,4,EX00116,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000608,WPD00105,WP0031,5,EX00114,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000609,WPD00106,WP0032,1,EX00069,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000610,WPD00106,WP0032,2,EX00178,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000611,WPD00106,WP0032,3,EX00143,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000612,WPD00106,WP0032,4,EX00063,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000613,WPD00106,WP0032,5,EX00106,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000614,WPD00106,WP0032,6,EX00129,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000615,WPD00107,WP0032,1,EX00075,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000616,WPD00107,WP0032,2,EX00095,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000617,WPD00107,WP0032,3,EX00140,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000618,WPD00107,WP0032,4,EX00059,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000619,WPD00107,WP0032,5,EX00109,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000620,WPD00107,WP0032,6,EX00122,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000621,WPD00108,WP0032,1,EX00192,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000622,WPD00108,WP0032,2,EX00195,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000623,WPD00108,WP0032,3,EX00112,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000624,WPD00108,WP0032,4,EX00121,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000625,WPD00108,WP0032,5,EX00104,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000626,WPD00109,WP0033,1,EX00069,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000627,WPD00109,WP0033,2,EX00086,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000628,WPD00109,WP0033,3,EX00019,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000629,WPD00109,WP0033,4,EX00057,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000630,WPD00109,WP0033,5,EX00110,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000631,WPD00109,WP0033,6,EX00205,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000632,WPD00110,WP0033,1,EX00076,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000633,WPD00110,WP0033,2,EX00093,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000634,WPD00110,WP0033,3,EX00131,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000635,WPD00110,WP0033,4,EX00155,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000636,WPD00110,WP0033,5,EX00109,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000637,WPD00110,WP0033,6,EX00129,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000638,WPD00111,WP0033,1,EX00121,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000639,WPD00111,WP0033,2,EX00120,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000640,WPD00111,WP0033,3,EX00115,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000641,WPD00111,WP0033,4,EX00117,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000642,WPD00111,WP0033,5,EX00196,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000643,WPD00112,WP0034,1,EX00174,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000644,WPD00112,WP0034,2,EX00175,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000645,WPD00112,WP0034,3,EX00182,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000646,WPD00112,WP0034,4,EX00094,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000647,WPD00112,WP0034,5,EX00086,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000648,WPD00112,WP0034,6,EX00085,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000649,WPD00113,WP0034,1,EX00057,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000650,WPD00113,WP0034,2,EX00050,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000651,WPD00113,WP0034,3,EX00055,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000652,WPD00113,WP0034,4,EX00063,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000653,WPD00113,WP0034,5,EX00154,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000654,WPD00113,WP0034,6,EX00054,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000655,WPD00114,WP0034,1,EX00089,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000656,WPD00114,WP0034,2,EX00090,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000657,WPD00114,WP0034,3,EX00183,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000658,WPD00114,WP0034,4,EX00094,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000659,WPD00114,WP0034,5,EX00176,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000660,WPD00114,WP0034,6,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000661,WPD00115,WP0035,1,EX00186,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000662,WPD00115,WP0035,2,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000663,WPD00115,WP0035,3,EX00083,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000664,WPD00115,WP0035,4,EX00089,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000665,WPD00115,WP0035,5,EX00086,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000666,WPD00115,WP0035,6,EX00084,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000667,WPD00116,WP0035,1,EX00024,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000668,WPD00116,WP0035,2,EX00012,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000669,WPD00116,WP0035,3,EX00020,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000670,WPD00116,WP0035,4,EX00001,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000671,WPD00116,WP0035,5,EX00035,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000672,WPD00116,WP0035,6,EX00009,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000673,WPD00117,WP0035,1,EX00094,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000674,WPD00117,WP0035,2,EX00079,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000675,WPD00117,WP0035,3,EX00080,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000676,WPD00117,WP0035,4,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000677,WPD00117,WP0035,5,EX00175,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000678,WPD00117,WP0035,6,EX00081,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000679,WPD00118,WP0035,1,EX00171,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000680,WPD00118,WP0035,2,EX00184,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000681,WPD00118,WP0035,3,EX00100,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000682,WPD00118,WP0035,4,EX00075,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000683,WPD00118,WP0035,5,EX00069,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000684,WPD00118,WP0035,6,EX00167,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000685,WPD00119,WP0036,1,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000686,WPD00119,WP0036,2,EX00183,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000687,WPD00119,WP0036,3,EX00186,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000688,WPD00119,WP0036,4,EX00181,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000689,WPD00119,WP0036,5,EX00087,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000690,WPD00119,WP0036,6,EX00082,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000691,WPD00120,WP0036,1,EX00040,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000692,WPD00120,WP0036,2,EX00059,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000693,WPD00120,WP0036,3,EX00148,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000694,WPD00120,WP0036,4,EX00050,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000695,WPD00120,WP0036,5,EX00047,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000696,WPD00120,WP0036,6,EX00068,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000697,WPD00121,WP0036,1,EX00184,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000698,WPD00121,WP0036,2,EX00081,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000699,WPD00121,WP0036,3,EX00080,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000700,WPD00121,WP0036,4,EX00086,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000701,WPD00121,WP0036,5,EX00186,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000702,WPD00121,WP0036,6,EX00178,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000703,WPD00122,WP0037,1,EX00172,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000704,WPD00122,WP0037,2,EX00082,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000705,WPD00122,WP0037,3,EX00092,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000706,WPD00122,WP0037,4,EX00084,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000707,WPD00122,WP0037,5,EX00094,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000708,WPD00122,WP0037,6,EX00177,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000709,WPD00123,WP0037,1,EX00027,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000710,WPD00123,WP0037,2,EX00043,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000711,WPD00123,WP0037,3,EX00142,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000712,WPD00123,WP0037,4,EX00044,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000713,WPD00123,WP0037,5,EX00015,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000714,WPD00123,WP0037,6,EX00034,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000715,WPD00124,WP0037,1,EX00177,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000716,WPD00124,WP0037,2,EX00181,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000717,WPD00124,WP0037,3,EX00186,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000718,WPD00124,WP0037,4,EX00172,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000719,WPD00124,WP0037,5,EX00180,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000720,WPD00124,WP0037,6,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000721,WPD00125,WP0037,1,EX00096,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000722,WPD00125,WP0037,2,EX00088,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000723,WPD00125,WP0037,3,EX00167,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000724,WPD00125,WP0037,4,EX00170,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000725,WPD00125,WP0037,5,EX00072,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000726,WPD00125,WP0037,6,EX00188,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000727,WPD00126,WP0038,1,EX00083,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000728,WPD00126,WP0038,2,EX00090,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000729,WPD00126,WP0038,3,EX00186,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000730,WPD00126,WP0038,4,EX00093,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000731,WPD00126,WP0038,5,EX00174,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000732,WPD00126,WP0038,6,EX00079,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000733,WPD00127,WP0038,1,EX00053,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000734,WPD00127,WP0038,2,EX00058,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000735,WPD00127,WP0038,3,EX00054,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000736,WPD00127,WP0038,4,EX00047,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000737,WPD00127,WP0038,5,EX00155,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000738,WPD00127,WP0038,6,EX00037,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000739,WPD00128,WP0038,1,EX00179,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000740,WPD00128,WP0038,2,EX00181,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000741,WPD00128,WP0038,3,EX00183,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000742,WPD00128,WP0038,4,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000743,WPD00128,WP0038,5,EX00078,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000744,WPD00128,WP0038,6,EX00084,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000745,WPD00129,WP0039,1,EX00095,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000746,WPD00129,WP0039,2,EX00187,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000747,WPD00129,WP0039,3,EX00182,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000748,WPD00129,WP0039,4,EX00081,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000749,WPD00129,WP0039,5,EX00174,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000750,WPD00129,WP0039,6,EX00084,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000751,WPD00130,WP0039,1,EX00017,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000752,WPD00130,WP0039,2,EX00045,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000753,WPD00130,WP0039,3,EX00042,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000754,WPD00130,WP0039,4,EX00138,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000755,WPD00130,WP0039,5,EX00013,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000756,WPD00130,WP0039,6,EX00028,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000757,WPD00131,WP0039,1,EX00084,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000758,WPD00131,WP0039,2,EX00091,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000759,WPD00131,WP0039,3,EX00086,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000760,WPD00131,WP0039,4,EX00094,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000761,WPD00131,WP0039,5,EX00179,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000762,WPD00131,WP0039,6,EX00081,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000763,WPD00132,WP0039,1,EX00073,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000764,WPD00132,WP0039,2,EX00072,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000765,WPD00132,WP0039,3,EX00079,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000766,WPD00132,WP0039,4,EX00186,4,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000767,WPD00132,WP0039,5,EX00088,4,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000768,WPD00132,WP0039,6,EX00169,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000769,WPD00133,WP0040,1,EX00168,3,10-20,2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000770,WPD00133,WP0040,2,EX00178,3,10-20,2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000771,WPD00133,WP0040,3,EX00008,3,10-20,2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000772,WPD00133,WP0040,4,EX00153,3,10-20,2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
