meal_item_id,meal_plan_id,meal_number,meal_name_vi,food_id,portion_factor,estimated_kcal,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_fiber_g,note
MPI001010,MP0092,5,Bữa tối,FD0005,1.2,249.6,24.0,0.0,15.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001011,MP0092,5,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001012,MP0092,5,Bữa tối,FD0049,1.5,46.5,1.5,9.0,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001013,MP0092,5,Bữa tối,FD0091,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001014,MP0093,1,Bữa sáng,FD0113,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001015,MP0093,1,Bữa sáng,FD0119,1.0,26.0,1.0,6.5,0.1,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001016,MP0093,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001017,MP0093,2,Bữa trưa,FD0014,1.2,172.8,18.8,4.7,10.4,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001018,MP0093,2,Bữa trưa,FD0117,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001019,MP0093,2,Bữa trưa,FD0135,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001020,MP0093,3,Bữa phụ,FD0004,0.8,114.4,20.8,0.0,2.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001021,MP0093,3,Bữa phụ,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001022,MP0093,4,Bữa tối,FD0076,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001023,MP0093,4,Bữa tối,FD0033,1.2,68.4,0.8,17.4,0.4,2.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001024,MP0093,4,Bữa tối,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001025,MP0093,4,Bữa tối,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001026,MP0094,1,Bữa sáng,FD0111,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001027,MP0094,1,Bữa sáng,FD0085,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001028,MP0094,2,Bữa phụ 1,FD0067,0.8,164.0,15.2,0.0,11.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001029,MP0094,2,Bữa phụ 1,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001030,MP0094,3,Bữa trưa,FD0112,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001031,MP0094,3,Bữa trưa,FD0036,1.2,55.2,0.0,14.9,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001032,MP0094,3,Bữa trưa,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001033,MP0094,3,Bữa trưa,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001034,MP0094,4,Bữa phụ 2,FD0106,0.8,108.0,16.0,3.2,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001035,MP0094,4,Bữa phụ 2,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001036,MP0094,5,Bữa tối,FD0076,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001037,MP0094,5,Bữa tối,FD0030,1.2,114.0,0.6,30.0,0.4,5.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001038,MP0094,5,Bữa tối,FD0133,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001039,MP0094,5,Bữa tối,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001040,MP0095,1,Bữa sáng,FD0110,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001041,MP0095,1,Bữa sáng,FD0078,1.0,99.0,5.1,21.4,0.1,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001042,MP0095,2,Bữa trưa,FD0060,1.0,390.0,30.0,48.0,8.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001043,MP0095,2,Bữa trưa,FD0048,1.0,18.0,0.9,3.9,0.2,1.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001044,MP0095,3,Bữa tối,FD0143,1.0,450.0,31.0,40.0,18.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001045,MP0096,1,Bữa sáng,FD0010,1.0,52.0,11.0,0.7,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001046,MP0096,1,Bữa sáng,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001047,MP0096,1,Bữa sáng,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001048,MP0096,2,Bữa phụ 1,FD0006,0.8,105.6,23.2,0.0,0.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001049,MP0096,2,Bữa phụ 1,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001050,MP0096,3,Bữa trưa,FD0140,1.0,460.0,34.0,52.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001051,MP0096,3,Bữa trưa,FD0052,1.0,17.0,1.2,3.1,0.3,1.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001052,MP0096,4,Bữa phụ 2,FD0007,0.8,102.4,20.8,0.0,2.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001053,MP0096,4,Bữa phụ 2,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001054,MP0096,5,Bữa tối,FD0060,1.0,390.0,30.0,48.0,8.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001055,MP0096,5,Bữa tối,FD0097,1.0,25.0,1.9,5.0,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001056,MP0097,1,Bữa sáng,FD0106,1.0,135.0,20.0,4.0,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001057,MP0097,1,Bữa sáng,FD0117,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001058,MP0097,1,Bữa sáng,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001059,MP0097,2,Bữa phụ 1,FD0006,0.8,105.6,23.2,0.0,0.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001060,MP0097,2,Bữa phụ 1,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001061,MP0097,3,Bữa trưa,FD0106,1.2,162.0,24.0,4.8,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001062,MP0097,3,Bữa trưa,FD0024,1.2,177.6,8.4,30.0,2.8,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001063,MP0097,3,Bữa trưa,FD0131,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001064,MP0097,3,Bữa trưa,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001065,MP0097,4,Bữa phụ 2,FD0071,0.8,120.0,16.0,9.6,1.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001066,MP0097,4,Bữa phụ 2,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001067,MP0097,5,Bữa tối,FD0054,1.2,123.6,9.6,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001068,MP0097,5,Bữa tối,FD0086,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001069,MP0097,5,Bữa tối,FD0095,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001070,MP0098,1,Bữa sáng,FD0106,1.0,135.0,20.0,4.0,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001071,MP0098,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001072,MP0098,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001073,MP0098,2,Bữa phụ 1,FD0071,0.8,120.0,16.0,9.6,1.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001074,MP0098,2,Bữa phụ 1,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001075,MP0098,3,Bữa trưa,FD0009,1.2,86.4,7.6,0.5,5.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001076,MP0098,3,Bữa trưa,FD0036,1.2,55.2,0.0,14.9,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001077,MP0098,3,Bữa trưa,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001078,MP0098,3,Bữa trưa,FD0039,0.5,98.0,2.3,2.0,9.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001079,MP0098,4,Bữa phụ 2,FD0005,0.8,166.4,16.0,0.0,10.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001080,MP0098,4,Bữa phụ 2,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001081,MP0098,5,Bữa tối,FD0074,1.2,96.0,12.0,2.4,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001082,MP0098,5,Bữa tối,FD0036,1.2,55.2,0.0,14.9,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001083,MP0098,5,Bữa tối,FD0096,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001084,MP0098,5,Bữa tối,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001085,MP0099,1,Bữa sáng,FD0070,1.0,135.0,20.0,4.0,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001086,MP0099,1,Bữa sáng,FD0035,1.0,105.0,2.0,23.0,0.8,0.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001087,MP0099,2,Bữa trưa,FD0111,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001088,MP0099,2,Bữa trưa,FD0116,1.2,264.0,6.0,38.4,9.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001089,MP0099,2,Bữa trưa,FD0131,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001090,MP0099,2,Bữa trưa,FD0089,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001091,MP0099,3,Bữa tối,FD0007,1.2,153.6,31.2,0.0,3.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001092,MP0099,3,Bữa tối,FD0027,1.2,144.0,5.3,25.6,2.3,3.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001093,MP0099,3,Bữa tối,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001094,MP0099,3,Bữa tối,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001095,MP0100,1,Bữa sáng,FD0110,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001096,MP0100,1,Bữa sáng,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001097,MP0100,2,Bữa trưa,FD0068,1.2,116.4,22.8,0.0,1.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001098,MP0100,2,Bữa trưa,FD0088,1.2,135.6,1.2,36.0,0.2,3.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001099,MP0100,2,Bữa trưa,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001100,MP0100,2,Bữa trưa,FD0127,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001101,MP0100,3,Bữa phụ,FD0103,1.0,205.0,19.0,0.0,14.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001102,MP0100,4,Bữa tối,FD0009,1.2,86.4,7.6,0.5,5.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001103,MP0100,4,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001104,MP0100,4,Bữa tối,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001105,MP0100,4,Bữa tối,FD0125,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001106,MP0101,1,Bữa sáng,FD0107,1.0,150.0,20.0,12.0,2.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001107,MP0101,1,Bữa sáng,FD0080,1.0,220.0,5.0,32.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001108,MP0101,1,Bữa sáng,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001109,MP0101,2,Bữa trưa,FD0073,1.2,122.4,9.8,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001110,MP0101,2,Bữa trưa,FD0078,1.2,118.8,6.1,25.7,0.1,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001111,MP0101,2,Bữa trưa,FD0135,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001112,MP0101,2,Bữa trưa,FD0089,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001113,MP0101,3,Bữa tối,FD0110,1.2,96.0,12.0,2.4,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001114,MP0101,3,Bữa tối,FD0034,1.2,82.8,0.8,21.6,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001115,MP0101,3,Bữa tối,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001116,MP0101,3,Bữa tối,FD0127,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001117,MP0102,1,Bữa sáng,FD0074,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001118,MP0102,1,Bữa sáng,FD0026,1.0,109.0,1.8,24.5,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001119,MP0102,2,Bữa trưa,FD0018,1.2,196.8,10.8,32.4,3.1,9.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001120,MP0102,2,Bữa trưa,FD0122,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001121,MP0102,2,Bữa trưa,FD0129,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001122,MP0102,2,Bữa trưa,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001123,MP0102,3,Bữa phụ,FD0106,0.8,108.0,16.0,3.2,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001124,MP0102,3,Bữa phụ,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001125,MP0102,4,Bữa tối,FD0077,1.2,152.4,10.4,27.4,0.6,7.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001126,MP0102,4,Bữa tối,FD0032,1.2,38.4,0.8,9.2,0.4,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001127,MP0102,4,Bữa tối,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001128,MP0103,1,Bữa sáng,FD0005,1.0,208.0,20.0,0.0,13.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001129,MP0103,1,Bữa sáng,FD0086,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001130,MP0103,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001131,MP0103,2,Bữa phụ 1,FD0111,0.8,96.0,19.2,3.2,1.2,0.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001132,MP0103,2,Bữa phụ 1,FD0087,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001133,MP0103,3,Bữa trưa,FD0065,1.0,430.0,22.0,55.0,12.0,8.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001134,MP0103,3,Bữa trưa,FD0048,1.0,18.0,0.9,3.9,0.2,1.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001135,MP0103,4,Bữa phụ 2,FD0074,0.8,64.0,8.0,1.6,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001136,MP0103,4,Bữa phụ 2,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001137,MP0103,5,Bữa tối,FD0060,1.0,390.0,30.0,48.0,8.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001138,MP0103,5,Bữa tối,FD0131,1.0,19.0,1.5,3.2,0.2,1.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001139,MP0104,1,Bữa sáng,FD0108,1.0,61.0,3.5,4.7,3.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001140,MP0104,1,Bữa sáng,FD0085,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001141,MP0104,1,Bữa sáng,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001142,MP0104,2,Bữa trưa,FD0148,1.0,330.0,20.0,34.0,12.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001143,MP0104,2,Bữa trưa,FD0094,1.0,13.0,1.5,2.2,0.2,1.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001144,MP0104,3,Bữa phụ,FD0105,0.8,108.0,23.2,0.0,0.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001145,MP0104,3,Bữa phụ,FD0031,1.0,62.0,1.2,15.4,0.2,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001146,MP0104,4,Bữa tối,FD0061,1.0,320.0,22.0,35.0,9.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001147,MP0105,1,Bữa sáng,FD0113,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001148,MP0105,1,Bữa sáng,FD0082,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001149,MP0105,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001150,MP0105,2,Bữa phụ 1,FD0107,0.8,120.0,16.0,9.6,1.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001151,MP0105,2,Bữa phụ 1,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001152,MP0105,3,Bữa trưa,FD0068,1.2,116.4,22.8,0.0,1.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001153,MP0105,3,Bữa trưa,FD0087,1.2,121.2,0.7,32.4,0.2,6.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001154,MP0105,3,Bữa trưa,FD0047,1.5,22.5,1.0,5.4,0.2,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001155,MP0105,3,Bữa trưa,FD0041,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001156,MP0105,4,Bữa phụ 2,FD0015,0.8,154.4,15.2,7.2,8.8,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001157,MP0105,4,Bữa phụ 2,FD0085,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001158,MP0105,5,Bữa tối,FD0075,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001159,MP0105,5,Bữa tối,FD0083,1.2,31.2,1.2,7.8,0.1,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001160,MP0105,5,Bữa tối,FD0095,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001161,MP0105,5,Bữa tối,FD0092,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001162,MP0106,1,Bữa sáng,FD0103,1.0,205.0,19.0,0.0,14.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001163,MP0106,1,Bữa sáng,FD0028,1.0,96.0,3.4,21.0,1.5,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001164,MP0106,1,Bữa sáng,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001165,MP0106,2,Bữa phụ 1,FD0077,0.8,101.6,7.0,18.2,0.4,5.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001166,MP0106,2,Bữa phụ 1,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001167,MP0106,3,Bữa trưa,FD0054,1.2,123.6,9.6,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001168,MP0106,3,Bữa trưa,FD0086,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001169,MP0106,3,Bữa trưa,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001170,MP0106,3,Bữa trưa,FD0125,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001171,MP0106,4,Bữa phụ 2,FD0010,0.8,41.6,8.8,0.6,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001172,MP0106,4,Bữa phụ 2,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001173,MP0106,5,Bữa tối,FD0066,1.2,252.0,28.8,0.0,14.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001174,MP0106,5,Bữa tối,FD0081,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001175,MP0106,5,Bữa tối,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001176,MP0107,1,Bữa sáng,FD0077,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001177,MP0107,1,Bữa sáng,FD0082,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI001178,MP0107,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
